,school,gender,age,studytime,failures,extraClasses,activities,health,absences,sessional-1,sessional-2,Final
251,0,1,0.14285714285714285,1,0,0,0,1.0,0.125,0.5,0.5,0.5555555555555556
252,0,1,0.14285714285714285,2,0,0,1,1.0,0.0,0.7777777777777778,0.7777777777777778,0.7222222222222222
253,0,1,0.42857142857142855,2,1,0,0,0.5,0.5625,0.5555555555555556,0.5555555555555556,0.5555555555555556
254,0,1,0.42857142857142855,2,1,0,0,1.0,0.5,0.5,0.5,0.5555555555555556
255,0,1,0.42857142857142855,1,1,0,0,0.5,0.4375,0.4444444444444444,0.4444444444444444,0.3888888888888889
256,0,0,0.42857142857142855,1,1,0,1,0.0,0.8125,0.3888888888888889,0.3888888888888889,0.4444444444444444
257,0,0,0.2857142857142857,1,0,0,1,1.0,0.1875,0.5555555555555556,0.5555555555555556,0.5
258,0,1,0.2857142857142857,2,0,0,1,0.5,0.125,0.7777777777777778,0.7777777777777778,0.8333333333333334
259,0,1,0.2857142857142857,3,0,0,1,0.75,0.3125,0.6111111111111112,0.6111111111111112,0.5555555555555556
260,0,1,0.14285714285714285,1,0,0,0,1.0,0.125,0.6666666666666666,0.6666666666666666,0.6111111111111112
261,0,1,0.2857142857142857,2,0,0,1,0.5,0.0625,0.7222222222222222,0.7222222222222222,0.7222222222222222
262,0,1,0.2857142857142857,1,1,0,0,1.0,0.4375,0.5,0.5,0.4444444444444444
263,0,0,0.42857142857142855,2,0,0,0,0.25,0.5,0.4444444444444444,0.4444444444444444,0.4444444444444444
264,0,1,0.2857142857142857,1,1,0,0,0.0,0.25,0.6111111111111112,0.6111111111111112,0.5555555555555556
265,0,1,0.2857142857142857,3,0,0,1,1.0,0.125,0.8333333333333334,0.8333333333333334,0.8333333333333334
266,0,1,0.2857142857142857,2,0,0,1,0.75,0.125,0.8333333333333334,0.8333333333333334,0.7777777777777778
267,0,0,0.2857142857142857,2,0,0,1,1.0,0.25,0.8333333333333334,0.8333333333333334,0.8333333333333334
268,0,0,0.2857142857142857,2,0,0,0,0.75,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
269,0,0,0.14285714285714285,1,0,0,1,0.5,0.21875,0.7777777777777778,0.7777777777777778,0.8333333333333334
270,0,0,0.14285714285714285,1,0,1,1,1.0,0.125,0.7777777777777778,0.7777777777777778,0.8333333333333334
271,0,1,0.2857142857142857,2,0,1,0,1.0,0.0625,0.6111111111111112,0.6111111111111112,0.6666666666666666
272,0,0,0.2857142857142857,3,0,0,0,0.0,0.0625,0.7222222222222222,0.7222222222222222,0.8333333333333334
273,0,1,0.2857142857142857,3,0,0,0,1.0,0.3125,0.6111111111111112,0.6111111111111112,0.6111111111111112
274,0,1,0.2857142857142857,2,0,0,0,0.75,0.3125,0.5555555555555556,0.5555555555555556,0.5555555555555556
275,0,1,0.42857142857142855,3,0,0,0,0.5,0.3125,0.6666666666666666,0.6666666666666666,0.6111111111111112
276,0,0,0.14285714285714285,1,0,0,0,0.75,0.21875,0.8333333333333334,0.8333333333333334,0.8888888888888888
277,0,1,0.2857142857142857,2,0,0,0,1.0,0.125,0.6111111111111112,0.6111111111111112,0.6111111111111112
278,0,0,0.2857142857142857,1,0,0,0,0.25,0.0625,0.5,0.5,0.7222222222222222
279,0,0,1.0,1,3,0,0,0.0,0.375,0.3888888888888889,0.3888888888888889,0.2777777777777778
280,0,0,0.42857142857142855,2,0,0,0,1.0,0.25,0.5555555555555556,0.5555555555555556,0.5555555555555556
281,0,0,0.14285714285714285,1,0,0,0,1.0,0.0,0.6111111111111112,0.6111111111111112,0.6111111111111112
282,0,0,0.42857142857142855,1,0,0,0,1.0,0.25,0.3888888888888889,0.3888888888888889,0.3888888888888889
283,0,0,0.14285714285714285,2,1,0,0,0.25,0.125,0.5,0.5,0.5555555555555556
284,0,0,0.42857142857142855,1,2,0,0,1.0,0.125,0.3888888888888889,0.3888888888888889,0.3333333333333333
285,0,0,0.14285714285714285,1,0,0,1,0.5,0.0625,0.7777777777777778,0.7777777777777778,0.6666666666666666
286,0,0,0.2857142857142857,1,0,0,0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.7222222222222222
287,0,0,0.2857142857142857,1,1,0,1,1.0,0.0,0.5,0.5,0.5555555555555556
288,0,1,0.42857142857142855,2,0,0,0,1.0,0.0625,0.6666666666666666,0.6666666666666666,0.7222222222222222
289,0,1,0.2857142857142857,4,0,0,1,0.75,0.0625,0.7777777777777778,0.7777777777777778,0.9444444444444444
290,0,1,0.5714285714285714,2,0,0,0,1.0,0.0,0.5555555555555556,0.5555555555555556,0.6111111111111112
291,0,0,0.42857142857142855,2,1,0,1,1.0,0.125,0.6111111111111112,0.6111111111111112,0.6111111111111112
292,0,1,0.2857142857142857,3,0,0,1,1.0,0.0625,0.6111111111111112,0.6111111111111112,0.7777777777777778
293,0,1,0.42857142857142855,3,0,0,0,0.5,0.125,0.6111111111111112,0.6111111111111112,0.7777777777777778
294,0,1,0.42857142857142855,2,0,0,0,1.0,0.125,0.6111111111111112,0.6111111111111112,0.7222222222222222
295,0,0,0.5714285714285714,2,0,0,0,0.0,0.125,0.6111111111111112,0.6111111111111112,0.7777777777777778
296,0,0,0.42857142857142855,2,0,0,1,0.75,0.0625,0.8888888888888888,0.8888888888888888,0.8888888888888888
297,0,0,0.2857142857142857,1,0,0,0,0.75,0.0,0.5,0.5,0.5555555555555556
298,0,1,0.2857142857142857,4,0,0,1,0.25,0.0625,0.5555555555555556,0.5555555555555556,0.6666666666666666
299,0,1,0.7142857142857143,2,0,1,1,0.25,0.25,0.5555555555555556,0.5555555555555556,0.6666666666666666
300,0,1,0.42857142857142855,2,0,0,0,0.25,0.0625,0.8333333333333334,0.8333333333333334,0.8333333333333334
301,0,0,0.42857142857142855,2,0,0,0,0.5,0.0625,0.5555555555555556,0.5555555555555556,0.6111111111111112
302,0,0,0.42857142857142855,3,0,0,1,0.5,0.0625,0.5555555555555556,0.5555555555555556,0.6666666666666666
303,0,1,0.2857142857142857,3,0,0,1,0.75,0.0625,0.8333333333333334,0.8333333333333334,0.7222222222222222
304,0,1,0.42857142857142855,3,0,0,1,0.5,0.0,0.6111111111111112,0.6111111111111112,0.7222222222222222
305,0,0,0.2857142857142857,1,0,0,0,0.75,0.25,0.4444444444444444,0.4444444444444444,0.5
306,0,0,0.42857142857142855,2,0,0,1,0.0,0.1875,0.8333333333333334,0.8333333333333334,0.8888888888888888
307,0,0,0.2857142857142857,2,0,0,1,1.0,0.0,0.6111111111111112,0.6111111111111112,0.7777777777777778
308,0,1,0.42857142857142855,2,0,0,1,0.75,0.25,0.5555555555555556,0.5555555555555556,0.6666666666666666
309,0,0,0.42857142857142855,2,0,0,1,1.0,0.125,0.5555555555555556,0.5555555555555556,0.7777777777777778
310,0,1,0.42857142857142855,2,0,0,0,0.5,0.375,0.4444444444444444,0.4444444444444444,0.5555555555555556
311,0,1,0.5714285714285714,2,0,0,1,1.0,0.5,0.6111111111111112,0.6111111111111112,0.6666666666666666
312,0,1,0.42857142857142855,4,0,0,1,0.25,0.3125,0.8888888888888888,0.8888888888888888,0.8888888888888888
313,0,1,0.42857142857142855,2,0,0,0,0.5,0.0625,0.7222222222222222,0.7222222222222222,0.7222222222222222
314,0,0,0.2857142857142857,2,0,0,1,0.0,0.0625,0.8888888888888888,0.8888888888888888,1.0
315,0,1,0.42857142857142855,2,0,0,0,0.0,0.25,0.7777777777777778,0.7777777777777778,0.8333333333333334
316,0,1,0.2857142857142857,2,0,0,0,0.0,0.1875,0.8333333333333334,0.8333333333333334,0.8888888888888888
317,0,1,0.2857142857142857,2,0,0,0,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.6666666666666666
318,0,1,0.42857142857142855,2,0,0,0,1.0,0.46875,0.6666666666666666,0.6666666666666666,0.5555555555555556
319,0,0,0.42857142857142855,1,0,0,1,0.5,0.1875,0.6111111111111112,0.6111111111111112,0.6666666666666666
320,0,1,0.42857142857142855,2,1,0,1,0.75,0.0625,0.7777777777777778,0.7777777777777778,0.7222222222222222
321,0,1,0.2857142857142857,3,0,0,0,0.0,0.25,0.7222222222222222,0.7222222222222222,0.8333333333333334
322,0,1,0.5714285714285714,2,1,0,0,0.5,0.0,0.5,0.5,0.5555555555555556
323,0,0,0.42857142857142855,1,0,0,1,0.0,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
